panel,group,kind,x,y
Screened-in Calls,Black,estimate,0.06503950232321032,0.15560994596897637
Screened-in Calls,Black,estimate,0.06724508877683634,0.14714865140792188
Screened-in Calls,Black,estimate,0.07489145864744051,0.16091651934565473
Screened-in Calls,Black,estimate,0.07685932354291407,0.16159808537122763
Screened-in Calls,Black,estimate,0.08280660530234589,0.13858752150806133
Screened-in Calls,Black,estimate,0.09000712150348895,0.15201720984737438
Screened-in Calls,Black,estimate,0.09712710829681367,0.13750340867351896
Screened-in Calls,Black,estimate,0.10055157838030507,0.12907974490639665
Screened-in Calls,Black,estimate,0.10245480171626804,0.14537384389749064
Screened-in Calls,Black,linear,0.0,0.163
Screened-in Calls,Black,linear,0.0028846153846153843,0.16245192307692308
Screened-in Calls,Black,linear,0.005769230769230769,0.16190384615384615
Screened-in Calls,Black,linear,0.008653846153846153,0.16135576923076925
Screened-in Calls,Black,linear,0.011538461538461537,0.16080769230769232
Screened-in Calls,Black,linear,0.014423076923076922,0.1602596153846154
Screened-in Calls,Black,linear,0.017307692307692305,0.15971153846153846
Screened-in Calls,Black,linear,0.02019230769230769,0.15916346153846153
Screened-in Calls,Black,linear,0.023076923076923075,0.15861538461538463
Screened-in Calls,Black,linear,0.02596153846153846,0.1580673076923077
Screened-in Calls,Black,linear,0.028846153846153844,0.15751923076923077
Screened-in Calls,Black,linear,0.03173076923076923,0.15697115384615384
Screened-in Calls,Black,linear,0.03461538461538461,0.15642307692307694
Screened-in Calls,Black,linear,0.0375,0.155875
Screened-in Calls,Black,linear,0.04038461538461538,0.15532692307692308
Screened-in Calls,Black,linear,0.04326923076923077,0.15477884615384616
Screened-in Calls,Black,linear,0.04615384615384615,0.15423076923076923
Screened-in Calls,Black,linear,0.04903846153846153,0.15368269230769233
Screened-in Calls,Black,linear,0.05192307692307692,0.1531346153846154
Screened-in Calls,Black,linear,0.0548076923076923,0.15258653846153847
Screened-in Calls,Black,linear,0.05769230769230769,0.15203846153846154
Screened-in Calls,Black,linear,0.06057692307692307,0.1514903846153846
Screened-in Calls,Black,linear,0.06346153846153846,0.1509423076923077
Screened-in Calls,Black,linear,0.06634615384615385,0.15039423076923078
Screened-in Calls,Black,linear,0.06923076923076922,0.14984615384615385
Screened-in Calls,Black,linear,0.07211538461538461,0.14929807692307692
Screened-in Calls,Black,linear,0.075,0.14875
Screened-in Calls,Black,linear,0.07788461538461537,0.1482019230769231
Screened-in Calls,Black,linear,0.08076923076923076,0.14765384615384616
Screened-in Calls,Black,linear,0.08365384615384615,0.14710576923076923
Screened-in Calls,Black,linear,0.08653846153846154,0.1465576923076923
Screened-in Calls,Black,linear,0.08942307692307691,0.1460096153846154
Screened-in Calls,Black,linear,0.0923076923076923,0.14546153846153848
Screened-in Calls,Black,linear,0.09519230769230769,0.14491346153846155
Screened-in Calls,Black,linear,0.09807692307692306,0.14436538461538462
Screened-in Calls,Black,linear,0.10096153846153845,0.1438173076923077
Screened-in Calls,Black,linear,0.10384615384615384,0.1432692307692308
Screened-in Calls,Black,linear,0.10673076923076923,0.14272115384615386
Screened-in Calls,Black,linear,0.1096153846153846,0.14217307692307693
Screened-in Calls,Black,linear,0.11249999999999999,0.141625
Screened-in Calls,Black,quadratic,0.0,0.16015234375
Screened-in Calls,Black,quadratic,0.0028846153846153843,0.15988884522928995
Screened-in Calls,Black,quadratic,0.005769230769230769,0.15961036889792898
Screened-in Calls,Black,quadratic,0.008653846153846153,0.15931691475591717
Screened-in Calls,Black,quadratic,0.011538461538461537,0.15900848280325444
Screened-in Calls,Black,quadratic,0.014423076923076922,0.15868507303994084
Screened-in Calls,Black,quadratic,0.017307692307692305,0.15834668546597633
Screened-in Calls,Black,quadratic,0.02019230769230769,0.15799332008136094
Screened-in Calls,Black,quadratic,0.023076923076923075,0.1576249768860947
Screened-in Calls,Black,quadratic,0.02596153846153846,0.15724165588017752
Screened-in Calls,Black,quadratic,0.028846153846153844,0.15684335706360947
Screened-in Calls,Black,quadratic,0.03173076923076923,0.15643008043639053
Screened-in Calls,Black,quadratic,0.03461538461538461,0.15600182599852072
Screened-in Calls,Black,quadratic,0.0375,0.15555859375
Screened-in Calls,Black,quadratic,0.04038461538461538,0.1551003836908284
Screened-in Calls,Black,quadratic,0.04326923076923077,0.15462719582100592
Screened-in Calls,Black,quadratic,0.04615384615384615,0.15413903014053254
Screened-in Calls,Black,quadratic,0.04903846153846153,0.1536358866494083
Screened-in Calls,Black,quadratic,0.05192307692307692,0.15311776534763316
Screened-in Calls,Black,quadratic,0.0548076923076923,0.1525846662352071
Screened-in Calls,Black,quadratic,0.05769230769230769,0.15203658931213018
Screened-in Calls,Black,quadratic,0.06057692307692307,0.15147353457840237
Screened-in Calls,Black,quadratic,0.06346153846153846,0.1508955020340237
Screened-in Calls,Black,quadratic,0.06634615384615385,0.1503024916789941
Screened-in Calls,Black,quadratic,0.06923076923076922,0.14969450351331362
Screened-in Calls,Black,quadratic,0.07211538461538461,0.14907153753698224
Screened-in Calls,Black,quadratic,0.075,0.14843359374999998
Screened-in Calls,Black,quadratic,0.07788461538461537,0.14778067215236687
Screened-in Calls,Black,quadratic,0.08076923076923076,0.14711277274408285
Screened-in Calls,Black,quadratic,0.08365384615384615,0.14642989552514793
Screened-in Calls,Black,quadratic,0.08653846153846154,0.14573204049556213
Screened-in Calls,Black,quadratic,0.08942307692307691,0.14501920765532547
Screened-in Calls,Black,quadratic,0.0923076923076923,0.14429139700443788
Screened-in Calls,Black,quadratic,0.09519230769230769,0.14354860854289941
Screened-in Calls,Black,quadratic,0.09807692307692306,0.14279084227071007
Screened-in Calls,Black,quadratic,0.10096153846153845,0.1420180981878698
Screened-in Calls,Black,quadratic,0.10384615384615384,0.1412303762943787
Screened-in Calls,Black,quadratic,0.10673076923076923,0.1404276765902367
Screened-in Calls,Black,quadratic,0.1096153846153846,0.1396099990754438
Screened-in Calls,Black,quadratic,0.11249999999999999,0.13877734375
Screened-in Calls,Black,local,0.0,0.163
Screened-in Calls,Black,local,0.0028846153846153843,0.16235591732835017
Screened-in Calls,Black,local,0.005769230769230769,0.16171272160014002
Screened-in Calls,Black,local,0.008653846153846153,0.16107129156483474
Screened-in Calls,Black,local,0.011538461538461537,0.1604324896596497
Screened-in Calls,Black,local,0.014423076923076922,0.1597971540419755
Screened-in Calls,Black,local,0.017307692307692305,0.15916609084611008
Screened-in Calls,Black,local,0.02019230769230769,0.15854006673583487
Screened-in Calls,Black,local,0.023076923076923075,0.1579198018216366
Screened-in Calls,Black,local,0.02596153846153846,0.15730596300800895
Screened-in Calls,Black,local,0.028846153846153844,0.15669915783229502
Screened-in Calls,Black,local,0.03173076923076923,0.15609992885198928
Screened-in Calls,Black,local,0.03461538461538461,0.15550874863235234
Screened-in Calls,Black,local,0.0375,0.15492601538064443
Screened-in Calls,Black,local,0.04038461538461538,0.15435204926731141
Screened-in Calls,Black,local,0.04326923076923077,0.1537870894681089
Screened-in Calls,Black,local,0.04615384615384615,0.15323129195449114
Screened-in Calls,Black,local,0.04903846153846153,0.15268472805267805
Screened-in Calls,Black,local,0.05192307692307692,0.15214738378471196
Screened-in Calls,Black,local,0.0548076923076923,0.15161915999759235
Screened-in Calls,Black,local,0.05769230769230769,0.15109987327929483
Screened-in Calls,Black,local,0.06057692307692307,0.15058925765321246
Screened-in Calls,Black,local,0.06346153846153846,0.15008696703536478
Screened-in Calls,Black,local,0.06634615384615385,0.14959257843167426
Screened-in Calls,Black,local,0.06923076923076922,0.14910559584577218
Screened-in Calls,Black,local,0.07211538461538461,0.1486254548612318
Screened-in Calls,Black,local,0.075,0.14815152785589603
Screened-in Calls,Black,local,0.07788461538461537,0.14768312980012796
Screened-in Calls,Black,local,0.08076923076923076,0.14721952458541634
Screened-in Calls,Black,local,0.08365384615384615,0.14675993182487096
Screened-in Calls,Black,local,0.08653846153846154,0.14630353406278065
Screened-in Calls,Black,local,0.08942307692307691,0.14584948432662967
Screened-in Calls,Black,local,0.0923076923076923,0.14539691395180324
Screened-in Calls,Black,local,0.09519230769230769,0.14494494060669438
Screened-in Calls,Black,local,0.09807692307692306,0.14449267644407227
Screened-in Calls,Black,local,0.10096153846153845,0.1440392363034065
Screened-in Calls,Black,local,0.10384615384615384,0.14358374588837053
Screened-in Calls,Black,local,0.10673076923076923,0.1431253498439763
Screened-in Calls,Black,local,0.1096153846153846,0.14266321965872117
Screened-in Calls,Black,local,0.11249999999999999,0.14219656131874234
