panel,kind,x,y
"High exposure, selling",point,24.0,41.0
"High exposure, selling",point,30.0,24.0
"High exposure, selling",point,24.0,46.0
"High exposure, selling",point,36.0,27.0
"High exposure, selling",point,24.0,40.0
"High exposure, selling",point,24.0,46.0
"High exposure, selling",point,47.0,18.0
"High exposure, selling",point,34.0,43.0
"High exposure, selling",point,46.0,53.0
"High exposure, selling",point,35.0,26.0
"High exposure, selling",point,53.0,51.0
"High exposure, selling",point,44.0,35.0
"High exposure, selling",point,32.0,40.0
"High exposure, selling",point,24.0,24.0
"High exposure, selling",point,39.0,47.0
"High exposure, selling",point,25.0,19.0
"High exposure, selling",point,35.0,43.0
"High exposure, selling",point,32.0,39.0
"High exposure, selling",point,46.0,36.0
"High exposure, selling",point,51.0,37.0
"High exposure, selling",point,36.0,42.0
"High exposure, selling",point,50.0,46.0
"High exposure, selling",point,58.0,37.0
"High exposure, selling",point,33.0,33.0
"High exposure, selling",point,52.0,32.0
"High exposure, selling",point,36.0,35.0
"High exposure, selling",point,41.0,56.0
"High exposure, selling",point,30.0,28.0
"High exposure, selling",point,27.0,33.0
"High exposure, selling",point,35.0,37.0
"High exposure, selling",point,48.0,42.0
"High exposure, selling",point,38.0,49.0
"High exposure, selling",point,46.0,33.0
"High exposure, selling",point,47.0,50.0
"High exposure, selling",point,33.0,27.0
"High exposure, selling",point,54.0,10.0
"High exposure, selling",point,70.0,39.0
"High exposure, selling",point,52.0,57.0
"High exposure, selling",point,37.0,49.0
"High exposure, selling",point,38.0,39.0
"High exposure, selling",point,24.0,14.0
"High exposure, selling",point,48.0,50.0
"High exposure, selling",point,40.0,59.0
"High exposure, selling",point,54.0,46.0
"High exposure, selling",point,55.0,58.0
"High exposure, selling",point,54.0,50.0
"High exposure, selling",point,52.0,49.0
"High exposure, selling",point,54.0,34.0
"High exposure, selling",point,35.0,32.0
"High exposure, selling",point,32.0,13.0
"High exposure, selling",point,24.0,54.0
"High exposure, selling",point,38.0,25.0
"High exposure, selling",point,41.0,30.0
"High exposure, selling",point,35.0,36.0
"High exposure, selling",point,33.0,37.0
"High exposure, selling",point,29.0,14.0
"High exposure, selling",point,49.0,34.0
"High exposure, selling",point,52.0,49.0
"High exposure, selling",point,39.0,43.0
"High exposure, selling",point,43.0,34.0
"High exposure, selling",point,42.0,42.0
"High exposure, selling",point,45.0,44.0
"High exposure, selling",point,74.0,57.0
"High exposure, selling",point,36.0,22.0
"High exposure, selling",point,36.0,28.0
"High exposure, selling",point,51.0,31.0
"High exposure, selling",point,55.0,51.0
"High exposure, selling",point,35.0,41.0
"High exposure, selling",point,33.0,35.0
"High exposure, selling",point,43.0,30.0
"High exposure, selling",point,30.0,22.0
"High exposure, selling",point,42.0,19.0
"High exposure, selling",point,53.0,74.0
"High exposure, selling",point,43.0,46.0
"High exposure, selling",point,60.0,17.0
"High exposure, selling",point,68.0,43.0
"High exposure, selling",point,48.0,48.0
"High exposure, selling",point,74.0,51.0
"High exposure, selling",point,51.0,31.0
"High exposure, selling",point,26.0,50.0
"High exposure, selling",point,57.0,52.0
"High exposure, selling",point,62.0,51.0
"High exposure, selling",point,48.0,42.0
"High exposure, selling",point,52.0,54.0
"High exposure, selling",point,38.0,59.0
"High exposure, selling",point,34.0,31.0
"High exposure, selling",point,39.0,43.0
"High exposure, selling",point,37.0,30.0
"High exposure, selling",point,39.0,41.0
"High exposure, selling",point,28.0,38.0
"High exposure, selling",point,54.0,34.0
"High exposure, selling",point,42.0,47.0
"High exposure, selling",point,25.0,20.0
"High exposure, selling",point,57.0,73.0
"High exposure, selling",point,30.0,43.0
"High exposure, selling",point,60.0,52.0
"High exposure, selling",point,47.0,21.0
"High exposure, selling",point,42.0,49.0
"High exposure, selling",point,24.0,22.0
"High exposure, selling",point,59.0,53.0
"High exposure, selling",point,24.0,19.0
"High exposure, selling",point,37.0,40.0
"High exposure, selling",point,50.0,39.0
"High exposure, selling",point,46.0,49.0
"High exposure, selling",point,49.0,59.0
"High exposure, selling",point,47.0,51.0
"High exposure, selling",point,60.0,55.0
"High exposure, selling",point,24.0,27.0
"High exposure, selling",identity,0.0,0.0
"High exposure, selling",identity,75.0,75.0
"High exposure, buying",point,65.0,49.0
"High exposure, buying",point,47.0,40.0
"High exposure, buying",point,41.0,14.0
"High exposure, buying",point,49.0,37.0
"High exposure, buying",point,64.0,31.0
"High exposure, buying",point,56.0,54.0
"High exposure, buying",point,58.0,43.0
"High exposure, buying",point,37.0,29.0
"High exposure, buying",point,61.0,40.0
"High exposure, buying",point,67.0,51.0
"High exposure, buying",point,39.0,40.0
"High exposure, buying",point,49.0,42.0
"High exposure, buying",point,73.0,49.0
"High exposure, buying",point,36.0,23.0
"High exposure, buying",point,55.0,39.0
"High exposure, buying",point,53.0,50.0
"High exposure, buying",point,68.0,48.0
"High exposure, buying",point,60.0,49.0
"High exposure, buying",point,48.0,45.0
"High exposure, buying",point,54.0,36.0
"High exposure, buying",point,41.0,27.0
"High exposure, buying",point,76.0,42.0
"High exposure, buying",point,37.0,56.0
"High exposure, buying",point,76.0,43.0
"High exposure, buying",point,51.0,40.0
"High exposure, buying",point,76.0,62.0
"High exposure, buying",point,42.0,30.0
"High exposure, buying",point,45.0,29.0
"High exposure, buying",point,48.0,26.0
"High exposure, buying",point,58.0,44.0
"High exposure, buying",point,56.0,43.0
"High exposure, buying",point,66.0,40.0
"High exposure, buying",point,56.0,37.0
"High exposure, buying",point,43.0,54.0
"High exposure, buying",point,62.0,36.0
"High exposure, buying",point,54.0,41.0
"High exposure, buying",point,46.0,35.0
"High exposure, buying",point,63.0,48.0
"High exposure, buying",point,49.0,27.0
"High exposure, buying",point,49.0,39.0
"High exposure, buying",point,61.0,38.0
"High exposure, buying",point,39.0,31.0
"High exposure, buying",point,46.0,43.0
"High exposure, buying",point,42.0,38.0
"High exposure, buying",point,69.0,30.0
"High exposure, buying",point,50.0,25.0
"High exposure, buying",point,48.0,43.0
"High exposure, buying",point,56.0,27.0
"High exposure, buying",point,41.0,31.0
"High exposure, buying",point,66.0,61.0
"High exposure, buying",point,67.0,44.0
"High exposure, buying",point,53.0,60.0
"High exposure, buying",point,44.0,52.0
"High exposure, buying",point,53.0,34.0
"High exposure, buying",point,76.0,50.0
"High exposure, buying",point,44.0,24.0
"High exposure, buying",point,51.0,25.0
"High exposure, buying",point,61.0,48.0
"High exposure, buying",point,49.0,42.0
"High exposure, buying",point,51.0,29.0
"High exposure, buying",point,75.0,38.0
"High exposure, buying",point,57.0,32.0
"High exposure, buying",point,64.0,37.0
"High exposure, buying",point,51.0,29.0
"High exposure, buying",point,68.0,34.0
"High exposure, buying",point,44.0,22.0
"High exposure, buying",point,48.0,34.0
"High exposure, buying",point,60.0,31.0
"High exposure, buying",point,33.0,44.0
"High exposure, buying",point,65.0,56.0
"High exposure, buying",point,68.0,35.0
"High exposure, buying",point,51.0,56.0
"High exposure, buying",point,55.0,38.0
"High exposure, buying",point,60.0,39.0
"High exposure, buying",point,63.0,44.0
"High exposure, buying",point,33.0,15.0
"High exposure, buying",point,48.0,39.0
"High exposure, buying",point,64.0,48.0
"High exposure, buying",point,56.0,50.0
"High exposure, buying",point,48.0,39.0
"High exposure, buying",point,56.0,48.0
"High exposure, buying",point,70.0,47.0
"High exposure, buying",point,59.0,23.0
"High exposure, buying",point,41.0,40.0
"High exposure, buying",point,71.0,45.0
"High exposure, buying",point,45.0,42.0
"High exposure, buying",point,49.0,30.0
"High exposure, buying",point,34.0,28.0
"High exposure, buying",point,47.0,56.0
"High exposure, buying",point,54.0,34.0
"High exposure, buying",point,49.0,41.0
"High exposure, buying",point,76.0,74.0
"High exposure, buying",point,56.0,43.0
"High exposure, buying",point,56.0,46.0
"High exposure, buying",point,64.0,59.0
"High exposure, buying",point,71.0,39.0
"High exposure, buying",point,46.0,47.0
"High exposure, buying",point,44.0,32.0
"High exposure, buying",point,29.0,23.0
"High exposure, buying",point,59.0,9.0
"High exposure, buying",point,47.0,32.0
"High exposure, buying",point,63.0,45.0
"High exposure, buying",point,55.0,31.0
"High exposure, buying",point,62.0,45.0
"High exposure, buying",point,72.0,55.0
"High exposure, buying",point,63.0,61.0
"High exposure, buying",point,46.0,55.0
"High exposure, buying",point,28.0,41.0
"High exposure, buying",point,65.0,46.0
"High exposure, buying",point,69.0,60.0
"High exposure, buying",point,64.0,33.0
"High exposure, buying",point,59.0,52.0
"High exposure, buying",point,57.0,34.0
"High exposure, buying",point,43.0,34.0
"High exposure, buying",point,47.0,43.0
"High exposure, buying",point,48.0,44.0
"High exposure, buying",point,54.0,38.0
"High exposure, buying",point,70.0,57.0
"High exposure, buying",point,60.0,40.0
"High exposure, buying",point,63.0,52.0
"High exposure, buying",point,51.0,35.0
"High exposure, buying",point,42.0,29.0
"High exposure, buying",point,64.0,42.0
"High exposure, buying",point,60.0,29.0
"High exposure, buying",point,55.0,51.0
"High exposure, buying",point,71.0,37.0
"High exposure, buying",point,49.0,55.0
"High exposure, buying",point,34.0,46.0
"High exposure, buying",point,57.0,39.0
"High exposure, buying",point,52.0,28.0
"High exposure, buying",point,34.0,28.0
"High exposure, buying",point,49.0,55.0
"High exposure, buying",point,44.0,47.0
"High exposure, buying",point,58.0,43.0
"High exposure, buying",point,62.0,39.0
"High exposure, buying",point,62.0,59.0
"High exposure, buying",point,51.0,52.0
"High exposure, buying",point,58.0,40.0
"High exposure, buying",point,67.0,47.0
"High exposure, buying",point,53.0,28.0
"High exposure, buying",point,28.0,30.0
"High exposure, buying",point,76.0,60.0
"High exposure, buying",point,48.0,45.0
"High exposure, buying",point,42.0,36.0
"High exposure, buying",point,72.0,49.0
"High exposure, buying",point,67.0,51.0
"High exposure, buying",point,48.0,30.0
"High exposure, buying",point,65.0,42.0
"High exposure, buying",point,76.0,40.0
"High exposure, buying",point,46.0,31.0
"High exposure, buying",point,48.0,32.0
"High exposure, buying",point,70.0,43.0
"High exposure, buying",point,46.0,37.0
"High exposure, buying",point,52.0,46.0
"High exposure, buying",point,64.0,21.0
"High exposure, buying",point,59.0,40.0
"High exposure, buying",point,52.0,50.0
"High exposure, buying",point,39.0,38.0
"High exposure, buying",point,61.0,64.0
"High exposure, buying",point,52.0,35.0
"High exposure, buying",point,45.0,28.0
"High exposure, buying",point,61.0,43.0
"High exposure, buying",point,48.0,34.0
"High exposure, buying",point,54.0,30.0
"High exposure, buying",point,44.0,28.0
"High exposure, buying",point,47.0,36.0
"High exposure, buying",point,39.0,32.0
"High exposure, buying",point,71.0,71.0
"High exposure, buying",point,76.0,39.0
"High exposure, buying",point,67.0,24.0
"High exposure, buying",point,45.0,18.0
"High exposure, buying",point,64.0,23.0
"High exposure, buying",point,55.0,28.0
"High exposure, buying",point,59.0,38.0
"High exposure, buying",point,47.0,34.0
"High exposure, buying",point,39.0,38.0
"High exposure, buying",point,53.0,48.0
"High exposure, buying",point,28.0,28.0
"High exposure, buying",point,42.0,27.0
"High exposure, buying",point,76.0,39.0
"High exposure, buying",point,46.0,25.0
"High exposure, buying",point,43.0,24.0
"High exposure, buying",point,44.0,26.0
"High exposure, buying",point,28.0,36.0
"High exposure, buying",point,31.0,43.0
"High exposure, buying",point,76.0,34.0
"High exposure, buying",point,76.0,42.0
"High exposure, buying",point,39.0,23.0
"High exposure, buying",point,66.0,49.0
"High exposure, buying",point,74.0,54.0
"High exposure, buying",point,55.0,34.0
"High exposure, buying",point,54.0,54.0
"High exposure, buying",point,67.0,43.0
"High exposure, buying",point,58.0,49.0
"High exposure, buying",point,63.0,46.0
"High exposure, buying",point,48.0,35.0
"High exposure, buying",point,62.0,47.0
"High exposure, buying",point,47.0,27.0
"High exposure, buying",point,50.0,38.0
"High exposure, buying",point,44.0,37.0
"High exposure, buying",point,55.0,38.0
"High exposure, buying",point,52.0,54.0
"High exposure, buying",point,56.0,32.0
"High exposure, buying",point,52.0,21.0
"High exposure, buying",point,34.0,46.0
"High exposure, buying",point,50.0,33.0
"High exposure, buying",point,52.0,44.0
"High exposure, buying",point,52.0,37.0
"High exposure, buying",point,51.0,30.0
"High exposure, buying",point,57.0,37.0
"High exposure, buying",point,50.0,40.0
"High exposure, buying",point,52.0,36.0
"High exposure, buying",point,53.0,29.0
"High exposure, buying",point,53.0,34.0
"High exposure, buying",point,57.0,32.0
"High exposure, buying",point,70.0,60.0
"High exposure, buying",point,73.0,66.0
"High exposure, buying",point,73.0,33.0
"High exposure, buying",point,53.0,46.0
"High exposure, buying",point,41.0,40.0
"High exposure, buying",point,53.0,41.0
"High exposure, buying",point,51.0,38.0
"High exposure, buying",point,57.0,47.0
"High exposure, buying",point,51.0,50.0
"High exposure, buying",point,56.0,35.0
"High exposure, buying",point,55.0,69.0
"High exposure, buying",point,76.0,51.0
"High exposure, buying",point,57.0,36.0
"High exposure, buying",point,76.0,52.0
"High exposure, buying",point,58.0,40.0
"High exposure, buying",point,41.0,52.0
"High exposure, buying",point,70.0,22.0
"High exposure, buying",point,47.0,24.0
"High exposure, buying",point,58.0,39.0
"High exposure, buying",point,61.0,45.0
"High exposure, buying",point,64.0,47.0
"High exposure, buying",point,64.0,32.0
"High exposure, buying",point,61.0,37.0
"High exposure, buying",point,57.0,25.0
"High exposure, buying",point,53.0,53.0
"High exposure, buying",point,51.0,49.0
"High exposure, buying",point,59.0,45.0
"High exposure, buying",point,61.0,50.0
"High exposure, buying",point,65.0,44.0
"High exposure, buying",point,46.0,33.0
"High exposure, buying",point,54.0,14.0
"High exposure, buying",point,58.0,25.0
"High exposure, buying",point,28.0,19.0
"High exposure, buying",point,42.0,33.0
"High exposure, buying",point,46.0,55.0
"High exposure, buying",point,48.0,40.0
"High exposure, buying",point,71.0,49.0
"High exposure, buying",point,45.0,58.0
"High exposure, buying",point,57.0,53.0
"High exposure, buying",point,53.0,32.0
"High exposure, buying",point,51.0,35.0
"High exposure, buying",point,57.0,69.0
"High exposure, buying",point,49.0,41.0
"High exposure, buying",point,41.0,38.0
"High exposure, buying",point,50.0,46.0
"High exposure, buying",point,49.0,30.0
"High exposure, buying",point,61.0,58.0
"High exposure, buying",point,60.0,37.0
"High exposure, buying",point,43.0,14.0
"High exposure, buying",point,68.0,55.0
"High exposure, buying",point,43.0,39.0
"High exposure, buying",point,36.0,44.0
"High exposure, buying",point,48.0,67.0
"High exposure, buying",point,43.0,35.0
"High exposure, buying",point,60.0,35.0
"High exposure, buying",identity,0.0,0.0
"High exposure, buying",identity,75.0,75.0
