series,color,line,x,density
Treatment Republican,#ff4a45,solid,-2.841340782122905,8.817048116561002e-07
Treatment Republican,#ff4a45,solid,-2.7977653631284918,1.2261646970688049e-06
Treatment Republican,#ff4a45,solid,-2.7541899441340782,1.6982084663136645e-06
Treatment Republican,#ff4a45,solid,-2.7106145251396647,2.3423392281916946e-06
Treatment Republican,#ff4a45,solid,-2.6670391061452516,3.217549065396684e-06
Treatment Republican,#ff4a45,solid,-2.6234636871508377,4.401666772709806e-06
Treatment Republican,#ff4a45,solid,-2.5798882681564246,5.996885277249769e-06
Treatment Republican,#ff4a45,solid,-2.536312849162011,8.136748949921478e-06
Treatment Republican,#ff4a45,solid,-2.4927374301675975,1.0994935572017485e-05
Treatment Republican,#ff4a45,solid,-2.4491620111731844,1.4796229453941702e-05
Treatment Republican,#ff4a45,solid,-2.405586592178771,1.983015106850629e-05
Treatment Republican,#ff4a45,solid,-2.3620111731843574,2.6467784156366013e-05
Treatment Republican,#ff4a45,solid,-2.3184357541899443,3.5182422719221155e-05
Treatment Republican,#ff4a45,solid,-2.2748603351955308,4.657474618874728e-05
Treatment Republican,#ff4a45,solid,-2.2312849162011172,6.14033191887996e-05
Treatment Republican,#ff4a45,solid,-2.187709497206704,8.062129970044431e-05
Treatment Republican,#ff4a45,solid,-2.14413407821229,0.00010542032213529495
Treatment Republican,#ff4a45,solid,-2.100558659217877,0.00013728259478709142
Treatment Republican,#ff4a45,solid,-2.0569832402234636,0.00017804230816277804
Treatment Republican,#ff4a45,solid,-2.01340782122905,0.00022995748437182952
Treatment Republican,#ff4a45,solid,-1.969832402234637,0.00029579339943614023
Treatment Republican,#ff4a45,solid,-1.9262569832402234,0.0003789186702801877
Treatment Republican,#ff4a45,solid,-1.8826815642458101,0.0004834150054810024
Treatment Republican,#ff4a45,solid,-1.8391061452513966,0.0006142014620638205
Treatment Republican,#ff4a45,solid,-1.7955307262569833,0.000777173817812723
Treatment Republican,#ff4a45,solid,-1.7519553072625698,0.000979359347943632
Treatment Republican,#ff4a45,solid,-1.7083798882681567,0.001229086875538882
Treatment Republican,#ff4a45,solid,-1.6648044692737431,0.0015361714373805955
Treatment Republican,#ff4a45,solid,-1.6212290502793296,0.0019121122636865564
Treatment Republican,#ff4a45,solid,-1.577653631284916,0.0023703020081259725
Treatment Republican,#ff4a45,solid,-1.534078212290503,0.002926244284268904
Treatment Republican,#ff4a45,solid,-1.4905027932960895,0.0035977755728293158
Treatment Republican,#ff4a45,solid,-1.446927374301676,0.004405286473942796
Treatment Republican,#ff4a45,solid,-1.4033519553072624,0.005371936111230646
Treatment Republican,#ff4a45,solid,-1.3597765363128493,0.006523852279015341
Treatment Republican,#ff4a45,solid,-1.3162011173184358,0.007890308699303402
Treatment Republican,#ff4a45,solid,-1.2726256983240223,0.009503869568805785
Treatment Republican,#ff4a45,solid,-1.2290502793296092,0.011400490485037914
Treatment Republican,#ff4a45,solid,-1.1854748603351957,0.01361956390925294
Treatment Republican,#ff4a45,solid,-1.1418994413407821,0.016203896624087704
Treatment Republican,#ff4a45,solid,-1.0983240223463686,0.019199606251345928
Treatment Republican,#ff4a45,solid,-1.0547486033519555,0.022655923888018625
Treatment Republican,#ff4a45,solid,-1.011173184357542,0.026624890372402253
Treatment Republican,#ff4a45,solid,-0.9675977653631285,0.031160934677126703
Treatment Republican,#ff4a45,solid,-0.9240223463687154,0.036320324501773256
Treatment Republican,#ff4a45,solid,-0.8804469273743019,0.04216048134901339
Treatment Republican,#ff4a45,solid,-0.8368715083798883,0.04873915523911629
Treatment Republican,#ff4a45,solid,-0.7932960893854748,0.05611345774760085
Treatment Republican,#ff4a45,solid,-0.7497206703910617,0.06433875620988172
Treatment Republican,#ff4a45,solid,-0.7061452513966482,0.07346743666248338
Treatment Republican,#ff4a45,solid,-0.6625698324022347,0.0835475482853506
Treatment Republican,#ff4a45,solid,-0.6189944134078216,0.0946213476408254
Treatment Republican,#ff4a45,solid,-0.575418994413408,0.10672376670405323
Treatment Republican,#ff4a45,solid,-0.5318435754189945,0.11988083434713041
Treatment Republican,#ff4a45,solid,-0.488268156424581,0.13410808634854682
Treatment Republican,#ff4a45,solid,-0.4446927374301679,0.14940900390398562
Treatment Republican,#ff4a45,solid,-0.4011173184357544,0.16577352475728033
Treatment Republican,#ff4a45,solid,-0.35754189944134085,0.18317667419447145
Treatment Republican,#ff4a45,solid,-0.3139664804469273,0.20157736500514456
Treatment Republican,#ff4a45,solid,-0.27039106145251424,0.2209174158948054
Treatment Republican,#ff4a45,solid,-0.2268156424581007,0.24112083655015584
Treatment Republican,#ff4a45,solid,-0.18324022346368718,0.26209342448766854
Treatment Republican,#ff4a45,solid,-0.1396648044692741,0.2837227138900968
Treatment Republican,#ff4a45,solid,-0.09608938547486057,0.3058783098635348
Treatment Republican,#ff4a45,solid,-0.05251396648044704,0.32841263301707274
Treatment Republican,#ff4a45,solid,-0.00893854748603351,0.3511620891485318
Treatment Republican,#ff4a45,solid,0.034636871508379574,0.37394866736608695
Treatment Republican,#ff4a45,solid,0.0782122905027931,0.39658195751710806
Treatment Republican,#ff4a45,solid,0.12178770949720663,0.41886156473081576
Treatment Republican,#ff4a45,solid,0.16536312849161972,0.4405798856637982
Treatment Republican,#ff4a45,solid,0.20893854748603324,0.4615251981582067
Treatment Republican,#ff4a45,solid,0.25251396648044633,0.4814850039902562
Treatment Republican,#ff4a45,solid,0.2960893854748603,0.5002495537053044
Treatment Republican,#ff4a45,solid,0.3396648044692734,0.5176154736806438
Treatment Republican,#ff4a45,solid,0.38324022346368647,0.5333894089518741
Treatment Republican,#ff4a45,solid,0.42681564245810044,0.5473915913330577
Treatment Republican,#ff4a45,solid,0.4703910614525135,0.5594592412114492
Treatment Republican,#ff4a45,solid,0.5139664804469275,0.5694497132522888
Treatment Republican,#ff4a45,solid,0.5575418994413406,0.5772433011363391
Treatment Republican,#ff4a45,solid,0.6011173184357537,0.5827456242763368
Treatment Republican,#ff4a45,solid,0.6446927374301676,0.5858895299982225
Treatment Republican,#ff4a45,solid,0.6882681564245807,0.5866364575921537
Treatment Republican,#ff4a45,solid,0.7318435754189938,0.5849772254961384
Treatment Republican,#ff4a45,solid,0.7754189944134078,0.580932219145434
Treatment Republican,#ff4a45,solid,0.8189944134078209,0.5745509741144472
Treatment Republican,#ff4a45,solid,0.862569832402234,0.5659111664688127
Treatment Republican,#ff4a45,solid,0.9061452513966479,0.5551170390988048
Treatment Republican,#ff4a45,solid,0.949720670391061,0.542297308606024
Treatment Republican,#ff4a45,solid,0.993296089385475,0.5276026114952118
Treatment Republican,#ff4a45,solid,1.036871508379888,0.5112025604858372
Treatment Republican,#ff4a45,solid,1.0804469273743011,0.49328249130057145
Treatment Republican,#ff4a45,solid,1.1240223463687151,0.4740399870162752
Treatment Republican,#ff4a45,solid,1.1675977653631282,0.4536812708040565
Treatment Republican,#ff4a45,solid,1.2111731843575413,0.4324175585896399
Treatment Republican,#ff4a45,solid,1.2547486033519553,0.41046146090839214
Treatment Republican,#ff4a45,solid,1.2983240223463683,0.38802351820151465
Treatment Republican,#ff4a45,solid,1.3418994413407814,0.36530894629521027
Treatment Republican,#ff4a45,solid,1.3854748603351954,0.3425146592032974
Treatment Republican,#ff4a45,solid,1.4290502793296085,0.31982662514172333
Treatment Republican,#ff4a45,solid,1.4726256983240216,0.29741759922970396
Treatment Republican,#ff4a45,solid,1.5162011173184355,0.2754452632852006
Treatment Republican,#ff4a45,solid,1.5597765363128486,0.25405078990666774
Treatment Republican,#ff4a45,solid,1.6033519553072626,0.2333578351475865
Treatment Republican,#ff4a45,solid,1.6469273743016757,0.21347195196966479
Treatment Republican,#ff4a45,solid,1.6905027932960888,0.19448040567868954
Treatment Republican,#ff4a45,solid,1.7340782122905027,0.1764523630057214
Treatment Republican,#ff4a45,solid,1.7776536312849158,0.15943941861752045
Treatment Republican,#ff4a45,solid,1.821229050279329,0.1434764167628002
Treatment Republican,#ff4a45,solid,1.8648044692737429,0.12858252154200853
Treatment Republican,#ff4a45,solid,1.908379888268156,0.11476248690726576
Treatment Republican,#ff4a45,solid,1.951955307262569,0.10200807686585588
Treatment Republican,#ff4a45,solid,1.995530726256983,0.09029958732609226
Treatment Republican,#ff4a45,solid,2.039106145251396,0.07960742339229539
Treatment Republican,#ff4a45,solid,2.08268156424581,0.0698936894560334
Treatment Republican,#ff4a45,solid,2.126256983240223,0.06111375389310783
Treatment Republican,#ff4a45,solid,2.1698324022346362,0.05321775530171565
Treatment Republican,#ff4a45,solid,2.21340782122905,0.04615202275261708
Treatment Republican,#ff4a45,solid,2.2569832402234633,0.03986038822705786
Treatment Republican,#ff4a45,solid,2.3005586592178764,0.03428537507546308
Treatment Republican,#ff4a45,solid,2.3441340782122904,0.02936925175135502
Treatment Republican,#ff4a45,solid,2.3877094972067034,0.025054945105574412
Treatment Republican,#ff4a45,solid,2.4312849162011165,0.021286812046118625
Treatment Republican,#ff4a45,solid,2.4748603351955305,0.01801127229476115
Treatment Republican,#ff4a45,solid,2.5184357541899436,0.01517730825330454
Treatment Republican,#ff4a45,solid,2.5620111731843567,0.0127368406115295
Treatment Republican,#ff4a45,solid,2.6055865921787706,0.01064499029497596
Treatment Republican,#ff4a45,solid,2.6491620111731837,0.008860238696142176
Treatment Republican,#ff4a45,solid,2.6927374301675977,0.007344498908362484
Treatment Republican,#ff4a45,solid,2.736312849162011,0.00606311095174305
Treatment Republican,#ff4a45,solid,2.779888268156424,0.004984773817935547
Treatment Republican,#ff4a45,solid,2.823463687150838,0.004081426642286646
Treatment Republican,#ff4a45,solid,2.867039106145251,0.0033280905154496276
Treatment Republican,#ff4a45,solid,2.910614525139664,0.002702681446466345
Treatment Republican,#ff4a45,solid,2.954189944134078,0.002185803854785812
Treatment Republican,#ff4a45,solid,2.997765363128491,0.0017605327615606977
Treatment Republican,#ff4a45,solid,3.041340782122904,0.0014121916242418008
Treatment Republican,#ff4a45,solid,3.084916201117318,0.0011281315572422086
Treatment Republican,#ff4a45,solid,3.128491620111731,0.0008975165403204915
Treatment Republican,#ff4a45,solid,3.172067039106145,0.000711118161496742
Treatment Republican,#ff4a45,solid,3.2156424581005583,0.0005611224906885554
Treatment Republican,#ff4a45,solid,3.2592178770949713,0.00044095084440730673
Treatment Republican,#ff4a45,solid,3.3027932960893853,0.00034509548504871085
Treatment Republican,#ff4a45,solid,3.3463687150837984,0.0002689706995955033
Treatment Republican,#ff4a45,solid,3.3899441340782115,0.00020877921687537633
Treatment Republican,#ff4a45,solid,3.4335195530726255,0.0001613935417909956
Treatment Republican,#ff4a45,solid,3.4770949720670385,0.0001242514989922402
Treatment Republican,#ff4a45,solid,3.5206703910614516,9.526507590062119e-05
Treatment Republican,#ff4a45,solid,3.5642458100558656,7.274152392397891e-05
Treatment Republican,#ff4a45,solid,3.6078212290502787,5.53156052966508e-05
Treatment Republican,#ff4a45,solid,3.6513966480446918,4.189184995594306e-05
Treatment Republican,#ff4a45,solid,3.6949720670391057,3.159570178351456e-05
Treatment Republican,#ff4a45,solid,3.738547486033519,2.3732477032202235e-05
Treatment Republican,#ff4a45,solid,3.782122905027933,1.775312164362526e-05
Treatment Republican,#ff4a45,solid,3.825698324022346,1.3225831484770824e-05
Treatment Republican,#ff4a45,solid,3.869273743016759,9.812684542071092e-06
Treatment Republican,#ff4a45,solid,3.912849162011173,7.250522194633659e-06
Treatment Republican,#ff4a45,solid,3.956424581005586,5.335404265680618e-06
Treatment Republican,#ff4a45,solid,4.0,3.910046961208166e-06
Control Republican,#ff4a45,dashed,-3.8,1.8522281122018764e-09
Control Republican,#ff4a45,dashed,-3.7564245810055863,2.670573633920427e-09
Control Republican,#ff4a45,dashed,-3.712849162011173,3.837149456135719e-09
Control Republican,#ff4a45,dashed,-3.6692737430167597,5.494231393549952e-09
Control Republican,#ff4a45,dashed,-3.625698324022346,7.839696492689221e-09
Control Republican,#ff4a45,dashed,-3.5821229050279326,1.1147709065098525e-08
Control Republican,#ff4a45,dashed,-3.5385474860335195,1.5796689247757514e-08
Control Republican,#ff4a45,dashed,-3.494972067039106,2.2306970675922283e-08
Control Republican,#ff4a45,dashed,-3.4513966480446925,3.1391291991877795e-08
Control Republican,#ff4a45,dashed,-3.4078212290502794,4.4022211655559025e-08
Control Republican,#ff4a45,dashed,-3.364245810055866,6.152173817512535e-08
Control Republican,#ff4a45,dashed,-3.3206703910614523,8.567999043641071e-08
Control Republican,#ff4a45,dashed,-3.2770949720670393,1.189116195826893e-07
Control Republican,#ff4a45,dashed,-3.2335195530726257,1.6446112315174858e-07
Control Republican,#ff4a45,dashed,-3.189944134078212,2.2667116780802187e-07
Control Republican,#ff4a45,dashed,-3.1463687150837987,3.113317300732698e-07
Control Republican,#ff4a45,dashed,-3.102793296089385,4.261324045050141e-07
Control Republican,#ff4a45,dashed,-3.059217877094972,5.812457747561974e-07
Control Republican,#ff4a45,dashed,-3.0156424581005585,7.900764735820737e-07
Control Republican,#ff4a45,dashed,-2.972067039106145,1.0702186711063418e-06
Control Republican,#ff4a45,dashed,-2.928491620111732,1.4446744421184827e-06
Control Republican,#ff4a45,dashed,-2.8849162011173184,1.9433970030023295e-06
Control Republican,#ff4a45,dashed,-2.841340782122905,2.605236416885475e-06
Control Republican,#ff4a45,dashed,-2.7977653631284918,3.48038128401291e-06
Control Republican,#ff4a45,dashed,-2.7541899441340782,4.633408398071116e-06
Control Republican,#ff4a45,dashed,-2.7106145251396647,6.147073572751595e-06
Control Republican,#ff4a45,dashed,-2.6670391061452516,8.127001003911017e-06
Control Republican,#ff4a45,dashed,-2.6234636871508377,1.0707455751636413e-05
Control Republican,#ff4a45,dashed,-2.5798882681564246,1.4058414241848544e-05
Control Republican,#ff4a45,dashed,-2.536312849162011,1.839418102647972e-05
Control Republican,#ff4a45,dashed,-2.4927374301675975,2.3983836188492845e-05
Control Republican,#ff4a45,dashed,-2.4491620111731844,3.116383633582449e-05
Control Republican,#ff4a45,dashed,-2.405586592178771,4.0353132478132425e-05
Control Republican,#ff4a45,dashed,-2.3620111731843574,5.207120933949525e-05
Control Republican,#ff4a45,dashed,-2.3184357541899443,6.69594916392002e-05
Control Republican,#ff4a45,dashed,-2.2748603351955308,8.580660203243512e-05
Control Republican,#ff4a45,dashed,-2.2312849162011172,0.00010957799081641491
Control Republican,#ff4a45,dashed,-2.187709497206704,0.00013945048682968326
Control Republican,#ff4a45,dashed,-2.14413407821229,0.000176852339417491
Control Republican,#ff4a45,dashed,-2.100558659217877,0.0002235093296727791
Control Republican,#ff4a45,dashed,-2.0569832402234636,0.0002814975217256306
Control Republican,#ff4a45,dashed,-2.01340782122905,0.0003533031975830426
Control Republican,#ff4a45,dashed,-1.969832402234637,0.0004418904675238456
Control Republican,#ff4a45,dashed,-1.9262569832402234,0.000550776967706804
Control Republican,#ff4a45,dashed,-1.8826815642458101,0.0006841179427338439
Control Republican,#ff4a45,dashed,-1.8391061452513966,0.0008467988587859097
Control Republican,#ff4a45,dashed,-1.7955307262569833,0.0010445364982751802
Control Republican,#ff4a45,dashed,-1.7519553072625698,0.0012839882459518624
Control Republican,#ff4a45,dashed,-1.7083798882681567,0.0015728689861403131
Control Republican,#ff4a45,dashed,-1.6648044692737431,0.0019200746895210621
Control Republican,#ff4a45,dashed,-1.6212290502793296,0.0023358113754323325
Control Republican,#ff4a45,dashed,-1.577653631284916,0.002831727693764821
Control Republican,#ff4a45,dashed,-1.534078212290503,0.0034210488831823748
Control Republican,#ff4a45,dashed,-1.4905027932960895,0.00411870933627065
Control Republican,#ff4a45,dashed,-1.446927374301676,0.0049414804468906025
Control Republican,#ff4a45,dashed,-1.4033519553072624,0.00590808984327105
Control Republican,#ff4a45,dashed,-1.3597765363128493,0.007039327538318905
Control Republican,#ff4a45,dashed,-1.3162011173184358,0.0083581339757151
Control Republican,#ff4a45,dashed,-1.2726256983240223,0.009889664439286764
Control Republican,#ff4a45,dashed,-1.2290502793296092,0.011661323849528343
Control Republican,#ff4a45,dashed,-1.1854748603351957,0.013702765623061173
Control Republican,#ff4a45,dashed,-1.1418994413407821,0.016045848048113785
Control Republican,#ff4a45,dashed,-1.0983240223463686,0.018724541562469724
Control Republican,#ff4a45,dashed,-1.0547486033519555,0.021774780440215954
Control Republican,#ff4a45,dashed,-1.011173184357542,0.025234252728932188
Control Republican,#ff4a45,dashed,-0.9675977653631285,0.029142122855576033
Control Republican,#ff4a45,dashed,-0.9240223463687154,0.03353868215853747
Control Republican,#ff4a45,dashed,-0.8804469273743019,0.03846492372020545
Control Republican,#ff4a45,dashed,-0.8368715083798883,0.0439620392760851
Control Republican,#ff4a45,dashed,-0.7932960893854748,0.0500708376607509
Control Republican,#ff4a45,dashed,-0.7497206703910617,0.05683108620463077
Control Republican,#ff4a45,dashed,-0.7061452513966482,0.06428077869375294
Control Republican,#ff4a45,dashed,-0.6625698324022347,0.07245533590943284
Control Republican,#ff4a45,dashed,-0.6189944134078216,0.08138674732570753
Control Republican,#ff4a45,dashed,-0.575418994413408,0.09110266519566045
Control Republican,#ff4a45,dashed,-0.5318435754189945,0.1016254649281835
Control Republican,#ff4a45,dashed,-0.488268156424581,0.11297128825829397
Control Republican,#ff4a45,dashed,-0.4446927374301679,0.12514908815256806
Control Republican,#ff4a45,dashed,-0.4011173184357544,0.1381596965666681
Control Republican,#ff4a45,dashed,-0.35754189944134085,0.1519949379821124
Control Republican,#ff4a45,dashed,-0.3139664804469273,0.16663681299370747
Control Republican,#ff4a45,dashed,-0.27039106145251424,0.18205677700246228
Control Republican,#ff4a45,dashed,-0.2268156424581007,0.19821513920656247
Control Republican,#ff4a45,dashed,-0.18324022346368718,0.21506060650488315
Control Republican,#ff4a45,dashed,-0.1396648044692741,0.23252999558225118
Control Republican,#ff4a45,dashed,-0.09608938547486057,0.2505481343046646
Control Republican,#ff4a45,dashed,-0.05251396648044704,0.26902797061341843
Control Republican,#ff4a45,dashed,-0.00893854748603351,0.28787090339555127
Control Republican,#ff4a45,dashed,0.034636871508379574,0.30696734538008863
Control Republican,#ff4a45,dashed,0.0782122905027931,0.3261975230513459
Control Republican,#ff4a45,dashed,0.12178770949720663,0.3454325129973572
Control Republican,#ff4a45,dashed,0.16536312849161972,0.3645355081654976
Control Republican,#ff4a45,dashed,0.20893854748603324,0.3833633013439721
Control Republican,#ff4a45,dashed,0.25251396648044633,0.4017679670107673
Control Republican,#ff4a45,dashed,0.2960893854748603,0.41959871668695914
Control Republican,#ff4a45,dashed,0.3396648044692734,0.4367038973003589
Control Republican,#ff4a45,dashed,0.38324022346368647,0.45293309700773454
Control Republican,#ff4a45,dashed,0.42681564245810044,0.46813931862852715
Control Republican,#ff4a45,dashed,0.4703910614525135,0.4821811774816526
Control Republican,#ff4a45,dashed,0.5139664804469275,0.49492507813576414
Control Republican,#ff4a45,dashed,0.5575418994413406,0.5062473234964064
Control Republican,#ff4a45,dashed,0.6011173184357537,0.516036109837303
Control Republican,#ff4a45,dashed,0.6446927374301676,0.5241933628720079
Control Republican,#ff4a45,dashed,0.6882681564245807,0.5306363727462519
Control Republican,#ff4a45,dashed,0.7318435754189938,0.5352991898548414
Control Republican,#ff4a45,dashed,0.7754189944134078,0.5381337485498572
Control Republican,#ff4a45,dashed,0.8189944134078209,0.5391106919674653
Control Republican,#ff4a45,dashed,0.862569832402234,0.5382198781803295
Control Republican,#ff4a45,dashed,0.9061452513966479,0.5354705554722464
Control Republican,#ff4a45,dashed,0.949720670391061,0.5308912024991147
Control Republican,#ff4a45,dashed,0.993296089385475,0.5245290371992963
Control Republican,#ff4a45,dashed,1.036871508379888,0.5164492062954875
Control Republican,#ff4a45,dashed,1.0804469273743011,0.5067336748425328
Control Republican,#ff4a45,dashed,1.1240223463687151,0.4954798422882637
Control Republican,#ff4a45,dashed,1.1675977653631282,0.48279891771699984
Control Republican,#ff4a45,dashed,1.2111731843575413,0.4688140921577044
Control Republican,#ff4a45,dashed,1.2547486033519553,0.4536585499174495
Control Republican,#ff4a45,dashed,1.2983240223463683,0.4374733637437047
Control Republican,#ff4a45,dashed,1.3418994413407814,0.42040532016831256
Control Republican,#ff4a45,dashed,1.3854748603351954,0.40260472162963307
Control Republican,#ff4a45,dashed,1.4290502793296085,0.3842232109396731
Control Republican,#ff4a45,dashed,1.4726256983240216,0.3654116614346783
Control Republican,#ff4a45,dashed,1.5162011173184355,0.3463181728331918
Control Republican,#ff4a45,dashed,1.5597765363128486,0.32708620856977005
Control Republican,#ff4a45,dashed,1.6033519553072626,0.3078529053459179
Control Republican,#ff4a45,dashed,1.6469273743016757,0.28874758003102796
Control Republican,#ff4a45,dashed,1.6905027932960888,0.2698904530541877
Control Republican,#ff4a45,dashed,1.7340782122905027,0.25139160125423377
Control Republican,#ff4a45,dashed,1.7776536312849158,0.2333501469967689
Control Republican,#ff4a45,dashed,1.821229050279329,0.215853684407487
Control Republican,#ff4a45,dashed,1.8648044692737429,0.19897793797743443
Control Republican,#ff4a45,dashed,1.908379888268156,0.18278664371108533
Control Republican,#ff4a45,dashed,1.951955307262569,0.16733163852896363
Control Republican,#ff4a45,dashed,1.995530726256983,0.15265313989048396
Control Republican,#ff4a45,dashed,2.039106145251396,0.13878019462697633
Control Republican,#ff4a45,dashed,2.08268156424581,0.1257312737968615
Control Republican,#ff4a45,dashed,2.126256983240223,0.1135149889933962
Control Republican,#ff4a45,dashed,2.1698324022346362,0.10213090492285712
Control Republican,#ff4a45,dashed,2.21340782122905,0.09157042317717713
Control Republican,#ff4a45,dashed,2.2569832402234633,0.0818177128804167
Control Republican,#ff4a45,dashed,2.3005586592178764,0.07285066520886153
Control Republican,#ff4a45,dashed,2.3441340782122904,0.06464185057540313
Control Republican,#ff4a45,dashed,2.3877094972067034,0.057159459429663675
Control Republican,#ff4a45,dashed,2.4312849162011165,0.05036821005386181
Control Republican,#ff4a45,dashed,2.4748603351955305,0.0442302093305905
Control Republican,#ff4a45,dashed,2.5184357541899436,0.03870575512786735
Control Republican,#ff4a45,dashed,2.5620111731843567,0.033754071602686335
Control Republican,#ff4a45,dashed,2.6055865921787706,0.029333971290898223
Control Republican,#ff4a45,dashed,2.6491620111731837,0.025404440264501806
Control Republican,#ff4a45,dashed,2.6927374301675977,0.021925144846038275
Control Republican,#ff4a45,dashed,2.736312849162011,0.018856860335418685
Control Republican,#ff4a45,dashed,2.779888268156424,0.016161823901571677
Control Republican,#ff4a45,dashed,2.823463687150838,0.013804015206165539
Control Republican,#ff4a45,dashed,2.867039106145251,0.011749369456582207
Control Republican,#ff4a45,dashed,2.910614525139664,0.009965928437076027
Control Republican,#ff4a45,dashed,2.954189944134078,0.008423935655359763
Control Republican,#ff4a45,dashed,2.997765363128491,0.00709588208776289
Control Republican,#ff4a45,dashed,3.041340782122904,0.005956509135317132
Control Republican,#ff4a45,dashed,3.084916201117318,0.00498277534443541
Control Republican,#ff4a45,dashed,3.128491620111731,0.0041537932296662125
Control Republican,#ff4a45,dashed,3.172067039106145,0.0034507421930431155
Control Republican,#ff4a45,dashed,3.2156424581005583,0.00285676309470583
Control Republican,#ff4a45,dashed,3.2592178770949713,0.0023568395209195604
Control Republican,#ff4a45,dashed,3.3027932960893853,0.0019376702441172477
Control Republican,#ff4a45,dashed,3.3463687150837984,0.0015875367979628161
Control Republican,#ff4a45,dashed,3.3899441340782115,0.0012961695182962616
Control Republican,#ff4a45,dashed,3.4335195530726255,0.001054614844432201
Control Republican,#ff4a45,dashed,3.4770949720670385,0.0008551061475705464
Control Republican,#ff4a45,dashed,3.5206703910614516,0.0006909398637785495
Control Republican,#ff4a45,dashed,3.5642458100558656,0.0005563582648991594
Control Republican,#ff4a45,dashed,3.6078212290502787,0.0004464398059606249
Control Republican,#ff4a45,dashed,3.6513966480446918,0.0003569976440326557
Control Republican,#ff4a45,dashed,3.6949720670391057,0.00028448663088518294
Control Republican,#ff4a45,dashed,3.738547486033519,0.00022591883858324874
Control Republican,#ff4a45,dashed,3.782122905027933,0.00017878748041734612
Control Republican,#ff4a45,dashed,3.825698324022346,0.0001409989355725592
Control Republican,#ff4a45,dashed,3.869273743016759,0.00011081247036097538
Control Republican,#ff4a45,dashed,3.912849162011173,8.678716704973768e-05
Control Republican,#ff4a45,dashed,3.956424581005586,6.77355185915966e-05
Control Republican,#ff4a45,dashed,4.0,5.2683119274571756e-05
