row,column,date,red,green,blue
16,22,2009-07-01,245,233,229
16,23,2009-08-01,225,239,242
16,24,2009-09-01,248,208,201
16,25,2009-10-01,246,108,101
16,26,2009-11-01,244,79,66
16,27,2009-12-01,244,86,74
16,28,2010-01-01,248,200,190
16,29,2010-02-01,245,232,228
16,30,2010-03-01,250,171,161
16,31,2010-04-01,250,170,158
16,32,2010-05-01,250,171,161
16,33,2010-06-01,248,192,181
16,34,2010-07-01,178,219,230
16,35,2010-08-01,147,201,216
16,36,2010-09-01,201,230,236
16,37,2010-10-01,217,235,240
16,38,2010-11-01,233,241,242
16,39,2010-12-01,248,199,189
16,40,2011-01-01,245,233,230
16,41,2011-02-01,248,209,203
16,42,2011-03-01,247,219,214
16,43,2011-04-01,236,242,243
16,44,2011-05-01,208,232,238
16,45,2011-06-01,183,221,232
16,46,2011-07-01,180,220,232
16,47,2011-08-01,220,237,241
16,48,2011-09-01,234,242,243
16,49,2011-10-01,195,227,235
17,0,2007-09-01,243,245,246
17,1,2007-10-01,248,188,177
17,2,2007-11-01,248,206,199
17,3,2007-12-01,245,239,237
17,4,2008-01-01,244,246,246
17,5,2008-02-01,248,197,187
17,6,2008-03-01,194,227,235
17,7,2008-04-01,219,236,240
17,8,2008-05-01,163,209,223
17,9,2008-06-01,157,207,220
17,10,2008-07-01,198,228,235
17,11,2008-08-01,148,202,216
17,12,2008-09-01,189,224,234
17,13,2008-10-01,167,212,225
17,14,2008-11-01,155,205,219
17,15,2008-12-01,180,220,231
17,16,2009-01-01,163,209,223
17,17,2009-02-01,191,225,234
17,18,2009-03-01,122,186,206
17,19,2009-04-01,145,200,215
17,20,2009-05-01,115,180,202
17,21,2009-06-01,143,199,214
17,22,2009-07-01,159,208,221
17,23,2009-08-01,166,212,224
17,24,2009-09-01,215,234,239
17,25,2009-10-01,247,220,215
17,26,2009-11-01,249,148,137
17,27,2009-12-01,250,169,159
17,28,2010-01-01,246,227,223
17,29,2010-02-01,238,243,244
17,30,2010-03-01,231,241,242
17,31,2010-04-01,247,219,214
17,32,2010-05-01,188,224,234
17,33,2010-06-01,229,239,242
17,34,2010-07-01,170,215,227
17,35,2010-08-01,118,183,203
17,36,2010-09-01,154,205,219
17,37,2010-10-01,143,198,215
17,38,2010-11-01,189,224,234
17,39,2010-12-01,188,224,234
17,40,2011-01-01,209,232,238
17,41,2011-02-01,245,232,228
17,42,2011-03-01,214,233,239
17,43,2011-04-01,179,219,230
17,44,2011-05-01,151,203,218
17,45,2011-06-01,160,208,222
17,46,2011-07-01,154,205,219
17,47,2011-08-01,167,213,225
17,48,2011-09-01,176,218,229
17,49,2011-10-01,165,211,224
18,0,2007-09-01,248,210,203
18,1,2007-10-01,247,212,206
18,2,2007-11-01,249,185,174
18,3,2007-12-01,207,231,237
18,4,2008-01-01,245,231,228
18,5,2008-02-01,248,196,186
18,6,2008-03-01,198,228,235
18,7,2008-04-01,202,229,236
18,8,2008-05-01,163,210,223
18,9,2008-06-01,153,204,218
18,10,2008-07-01,194,227,234
18,11,2008-08-01,143,199,214
18,12,2008-09-01,187,223,234
18,13,2008-10-01,228,239,241
18,14,2008-11-01,186,223,233
18,15,2008-12-01,164,211,224
18,16,2009-01-01,183,221,232
18,17,2009-02-01,194,227,235
18,18,2009-03-01,138,195,213
18,19,2009-04-01,136,194,212
18,20,2009-05-01,126,189,208
18,21,2009-06-01,150,203,218
18,22,2009-07-01,191,225,234
18,23,2009-08-01,150,203,217
18,24,2009-09-01,224,238,241
18,25,2009-10-01,243,246,246
18,26,2009-11-01,246,100,94
18,27,2009-12-01,249,150,140
18,28,2010-01-01,205,231,237
18,29,2010-02-01,217,235,240
18,30,2010-03-01,226,239,242
18,31,2010-04-01,248,209,202
18,32,2010-05-01,216,235,240
18,33,2010-06-01,248,189,178
18,34,2010-07-01,136,195,211
18,35,2010-08-01,113,179,201
18,36,2010-09-01,149,202,217
18,37,2010-10-01,146,200,215
18,38,2010-11-01,177,218,229
18,39,2010-12-01,226,239,242
18,40,2011-01-01,218,235,240
18,41,2011-02-01,205,230,237
18,42,2011-03-01,174,217,228
18,43,2011-04-01,171,215,227
18,44,2011-05-01,137,195,211
18,45,2011-06-01,122,186,206
18,46,2011-07-01,131,192,210
18,47,2011-08-01,159,208,221
18,48,2011-09-01,167,212,225
18,49,2011-10-01,157,207,220
19,0,2007-09-01,242,245,246
19,1,2007-10-01,245,238,236
19,2,2007-11-01,248,187,176
19,3,2007-12-01,245,239,238
19,4,2008-01-01,246,225,220
19,5,2008-02-01,247,220,216
19,6,2008-03-01,160,208,222
19,7,2008-04-01,183,221,233
19,8,2008-05-01,152,204,218
19,9,2008-06-01,157,207,220
19,10,2008-07-01,227,239,241
19,11,2008-08-01,150,203,217
19,12,2008-09-01,212,233,239
19,13,2008-10-01,200,229,236
19,14,2008-11-01,170,215,227
19,15,2008-12-01,171,216,227
19,16,2009-01-01,174,217,228
19,17,2009-02-01,210,232,238
19,18,2009-03-01,131,192,210
19,19,2009-04-01,148,201,216
19,20,2009-05-01,121,186,206
19,21,2009-06-01,171,216,227
19,22,2009-07-01,235,242,243
19,23,2009-08-01,158,208,221
19,24,2009-09-01,246,230,226
19,25,2009-10-01,248,208,201
19,26,2009-11-01,250,141,132
19,27,2009-12-01,246,106,100
19,28,2010-01-01,247,217,210
19,29,2010-02-01,248,198,188
19,30,2010-03-01,245,235,232
19,31,2010-04-01,249,179,169
19,32,2010-05-01,246,223,217
19,33,2010-06-01,247,218,212
19,34,2010-07-01,161,209,222
19,35,2010-08-01,150,203,218
19,36,2010-09-01,191,225,234
19,37,2010-10-01,173,216,228
19,38,2010-11-01,210,233,238
19,39,2010-12-01,244,246,246
19,40,2011-01-01,248,192,181
19,41,2011-02-01,248,200,192
19,42,2011-03-01,198,228,235
19,43,2011-04-01,198,228,235
19,44,2011-05-01,169,213,226
19,45,2011-06-01,164,210,223
19,46,2011-07-01,149,202,217
19,47,2011-08-01,194,227,234
19,48,2011-09-01,203,230,236
19,49,2011-10-01,201,230,236
20,0,2007-09-01,208,232,238
20,1,2007-10-01,230,240,242
20,2,2007-11-01,234,241,243
20,3,2007-12-01,244,240,240
20,4,2008-01-01,247,220,216
20,5,2008-02-01,249,159,148
20,6,2008-03-01,189,224,234
20,7,2008-04-01,210,233,238
20,8,2008-05-01,155,206,219
20,9,2008-06-01,161,209,222
20,10,2008-07-01,218,236,240
20,11,2008-08-01,150,203,217
20,12,2008-09-01,208,232,238
20,13,2008-10-01,170,215,227
20,14,2008-11-01,156,206,220
20,15,2008-12-01,165,210,224
20,16,2009-01-01,185,222,233
20,17,2009-02-01,178,219,230
20,18,2009-03-01,146,201,216
20,19,2009-04-01,143,198,215
20,20,2009-05-01,110,178,199
20,21,2009-06-01,141,197,213
20,22,2009-07-01,190,225,233
20,23,2009-08-01,142,198,213
20,24,2009-09-01,193,226,234
20,25,2009-10-01,236,243,243
20,26,2009-11-01,249,169,159
20,27,2009-12-01,241,245,245
20,28,2010-01-01,209,232,238
20,29,2010-02-01,245,238,236
20,30,2010-03-01,189,224,234
20,31,2010-04-01,222,238,241
20,32,2010-05-01,202,229,236
20,33,2010-06-01,198,228,235
20,34,2010-07-01,126,189,208
20,35,2010-08-01,36,123,162
20,36,2010-09-01,154,205,219
20,37,2010-10-01,152,204,218
20,38,2010-11-01,164,211,224
20,39,2010-12-01,212,233,238
20,40,2011-01-01,187,224,234
20,41,2011-02-01,208,232,237
20,42,2011-03-01,169,214,226
20,43,2011-04-01,152,204,218
20,44,2011-05-01,142,198,214
20,45,2011-06-01,141,197,213
20,46,2011-07-01,129,190,209
20,47,2011-08-01,145,200,215
20,48,2011-09-01,195,227,235
20,49,2011-10-01,160,208,222
21,0,2007-09-01,247,217,211
21,1,2007-10-01,249,169,159
21,2,2007-11-01,249,157,147
21,3,2007-12-01,214,233,239
21,4,2008-01-01,247,211,205
21,5,2008-02-01,249,168,157
21,6,2008-03-01,174,216,228
21,7,2008-04-01,198,228,235
21,8,2008-05-01,165,211,224
21,9,2008-06-01,147,201,216
21,10,2008-07-01,202,229,236
21,11,2008-08-01,164,210,223
21,12,2008-09-01,214,234,239
21,13,2008-10-01,208,232,238
21,14,2008-11-01,180,220,232
21,15,2008-12-01,198,228,235
21,16,2009-01-01,211,233,238
21,17,2009-02-01,241,245,245
21,18,2009-03-01,164,211,224
21,19,2009-04-01,168,212,225
21,20,2009-05-01,156,207,220
21,21,2009-06-01,169,213,225
21,22,2009-07-01,243,246,246
21,23,2009-08-01,179,219,230
21,24,2009-09-01,248,191,180
21,25,2009-10-01,248,129,121
21,26,2009-11-01,247,111,105
21,27,2009-12-01,246,120,113
21,28,2010-01-01,248,189,178
21,29,2010-02-01,250,141,132
21,30,2010-03-01,248,188,177
21,31,2010-04-01,249,178,168
21,32,2010-05-01,245,234,231
21,33,2010-06-01,249,156,147
21,34,2010-07-01,183,221,232
21,35,2010-08-01,157,207,220
21,36,2010-09-01,205,231,237
21,37,2010-10-01,186,223,233
21,38,2010-11-01,246,230,226
21,39,2010-12-01,246,230,226
21,40,2011-01-01,249,185,174
21,41,2011-02-01,248,196,186
21,42,2011-03-01,230,240,242
21,43,2011-04-01,214,234,239
21,44,2011-05-01,183,222,233
21,45,2011-06-01,155,206,219
21,46,2011-07-01,170,215,227
21,47,2011-08-01,237,243,243
21,48,2011-09-01,216,235,240
21,49,2011-10-01,205,230,237
22,0,2007-09-01,245,233,230
22,1,2007-10-01,248,194,183
22,2,2007-11-01,250,173,163
22,3,2007-12-01,230,240,242
22,4,2008-01-01,248,209,203
22,5,2008-02-01,248,203,194
22,6,2008-03-01,169,213,226
22,7,2008-04-01,217,235,240
22,8,2008-05-01,169,214,226
22,9,2008-06-01,161,208,222
22,10,2008-07-01,186,223,234
22,11,2008-08-01,175,217,229
22,12,2008-09-01,221,237,241
22,13,2008-10-01,229,240,242
22,14,2008-11-01,181,221,232
22,15,2008-12-01,195,227,235
22,16,2009-01-01,179,219,230
22,17,2009-02-01,218,236,240
22,18,2009-03-01,167,213,225
22,19,2009-04-01,156,207,220
22,20,2009-05-01,141,197,213
22,21,2009-06-01,175,217,228
22,22,2009-07-01,248,200,190
22,23,2009-08-01,208,232,238
22,24,2009-09-01,249,202,193
22,25,2009-10-01,250,172,162
22,26,2009-11-01,244,82,70
22,27,2009-12-01,244,83,70
22,28,2010-01-01,247,217,211
22,29,2010-02-01,248,204,196
22,30,2010-03-01,245,234,231
22,31,2010-04-01,250,165,154
22,32,2010-05-01,248,191,180
22,33,2010-06-01,248,136,128
22,34,2010-07-01,174,217,228
22,35,2010-08-01,142,198,214
22,36,2010-09-01,200,229,236
22,37,2010-10-01,229,240,242
22,38,2010-11-01,248,193,182
22,39,2010-12-01,248,199,188
22,40,2011-01-01,249,177,167
22,41,2011-02-01,248,193,182
22,42,2011-03-01,242,245,246
22,43,2011-04-01,238,243,244
22,44,2011-05-01,206,230,237
22,45,2011-06-01,200,229,236
22,46,2011-07-01,183,221,233
22,47,2011-08-01,232,240,242
22,48,2011-09-01,246,223,217
22,49,2011-10-01,219,236,240
23,0,2007-09-01,244,240,239
23,1,2007-10-01,246,229,225
23,2,2007-11-01,249,177,166
23,3,2007-12-01,201,230,236
23,4,2008-01-01,241,245,245
23,5,2008-02-01,248,206,199
23,6,2008-03-01,213,234,239
23,7,2008-04-01,217,235,240
23,8,2008-05-01,174,217,228
23,9,2008-06-01,169,214,226
23,10,2008-07-01,195,227,235
23,11,2008-08-01,162,209,222
23,12,2008-09-01,177,218,229
23,13,2008-10-01,173,216,228
23,14,2008-11-01,155,205,219
23,15,2008-12-01,157,207,220
23,16,2009-01-01,176,218,229
23,17,2009-02-01,193,226,234
23,18,2009-03-01,154,205,219
23,19,2009-04-01,144,199,214
23,20,2009-05-01,121,186,206
23,21,2009-06-01,136,195,211
23,22,2009-07-01,224,238,241
23,23,2009-08-01,160,208,222
23,24,2009-09-01,221,237,241
23,25,2009-10-01,246,227,223
23,26,2009-11-01,248,128,121
23,27,2009-12-01,248,206,198
23,28,2010-01-01,220,237,241
23,29,2010-02-01,225,238,242
23,30,2010-03-01,245,231,228
23,31,2010-04-01,244,244,243
23,32,2010-05-01,214,233,239
23,33,2010-06-01,228,239,241
23,34,2010-07-01,134,193,211
23,35,2010-08-01,121,186,206
23,36,2010-09-01,161,208,222
23,37,2010-10-01,144,199,216
23,38,2010-11-01,176,218,229
23,39,2010-12-01,212,233,238
23,40,2011-01-01,221,236,241
23,41,2011-02-01,219,236,240
23,42,2011-03-01,180,220,232
23,43,2011-04-01,192,226,234
23,44,2011-05-01,123,187,207
23,45,2011-06-01,143,198,215
23,46,2011-07-01,148,202,216
23,47,2011-08-01,172,216,227
23,48,2011-09-01,171,215,227
23,49,2011-10-01,171,215,227
24,0,2007-09-01,247,215,209
24,1,2007-10-01,248,206,198
24,2,2007-11-01,249,183,172
24,3,2007-12-01,220,237,241
24,4,2008-01-01,249,178,168
24,5,2008-02-01,250,166,155
24,6,2008-03-01,194,227,234
24,7,2008-04-01,210,233,238
24,8,2008-05-01,167,212,225
24,9,2008-06-01,198,228,235
24,10,2008-07-01,218,235,240
24,11,2008-08-01,151,203,218
24,12,2008-09-01,216,234,240
24,13,2008-10-01,215,234,239
24,14,2008-11-01,161,208,222
24,15,2008-12-01,181,221,232
24,16,2009-01-01,213,234,239
24,17,2009-02-01,181,221,232
24,18,2009-03-01,169,214,226
24,19,2009-04-01,169,214,226
24,20,2009-05-01,132,192,210
24,21,2009-06-01,154,205,219
24,22,2009-07-01,202,229,236
24,23,2009-08-01,226,239,242
24,24,2009-09-01,246,223,217
24,25,2009-10-01,249,151,142
24,26,2009-11-01,245,89,78
24,27,2009-12-01,250,156,146
24,28,2010-01-01,246,227,222
24,29,2010-02-01,248,209,203
24,30,2010-03-01,248,195,184
24,31,2010-04-01,248,182,171
24,32,2010-05-01,250,171,161
24,33,2010-06-01,246,229,225
24,34,2010-07-01,174,217,228
24,35,2010-08-01,131,192,210
24,36,2010-09-01,190,225,233
24,37,2010-10-01,164,211,224
24,38,2010-11-01,226,239,242
24,39,2010-12-01,221,236,241
24,40,2011-01-01,247,215,209
24,41,2011-02-01,228,239,241
24,42,2011-03-01,203,230,237
24,43,2011-04-01,205,231,237
24,44,2011-05-01,157,207,220
24,45,2011-06-01,157,207,220
24,46,2011-07-01,171,215,227
24,47,2011-08-01,201,230,236
24,48,2011-09-01,224,238,241
24,49,2011-10-01,202,229,236
25,0,2007-09-01,249,202,194
25,1,2007-10-01,245,232,228
25,2,2007-11-01,248,205,198
25,3,2007-12-01,240,244,244
25,4,2008-01-01,248,188,177
25,5,2008-02-01,248,190,179
25,6,2008-03-01,243,246,246
25,7,2008-04-01,244,244,244
25,8,2008-05-01,208,232,238
25,9,2008-06-01,199,228,235
25,10,2008-07-01,205,230,237
25,11,2008-08-01,157,207,220
25,12,2008-09-01,217,235,240
25,13,2008-10-01,208,232,238
25,14,2008-11-01,184,222,233
25,15,2008-12-01,196,228,235
25,16,2009-01-01,202,229,236
25,17,2009-02-01,226,239,242
25,18,2009-03-01,158,208,221
25,19,2009-04-01,183,221,233
25,20,2009-05-01,144,199,214
25,21,2009-06-01,164,210,223
25,22,2009-07-01,246,221,216
25,23,2009-08-01,174,216,228
25,24,2009-09-01,246,223,217
25,25,2009-10-01,248,190,179
25,26,2009-11-01,246,93,83
25,27,2009-12-01,247,119,112
25,28,2010-01-01,250,172,162
25,29,2010-02-01,247,214,207
25,30,2010-03-01,248,189,178
25,31,2010-04-01,248,182,171
25,32,2010-05-01,242,245,245
25,33,2010-06-01,248,194,182
25,34,2010-07-01,157,207,220
25,35,2010-08-01,139,196,212
25,36,2010-09-01,174,217,228
25,37,2010-10-01,179,220,231
25,38,2010-11-01,241,245,245
25,39,2010-12-01,247,210,204
25,40,2011-01-01,246,225,220
25,41,2011-02-01,248,198,188
25,42,2011-03-01,221,237,241
25,43,2011-04-01,227,239,241
25,44,2011-05-01,180,220,231
25,45,2011-06-01,186,223,234
25,46,2011-07-01,165,211,224
25,47,2011-08-01,216,234,239
25,48,2011-09-01,246,230,226
25,49,2011-10-01,211,233,238
26,0,2007-09-01,246,228,223
26,1,2007-10-01,247,217,211
26,2,2007-11-01,249,179,169
26,3,2007-12-01,243,246,246
26,4,2008-01-01,247,216,210
26,5,2008-02-01,246,225,220
26,6,2008-03-01,194,227,234
26,7,2008-04-01,228,239,241
26,8,2008-05-01,236,243,243
26,9,2008-06-01,158,208,221
26,10,2008-07-01,209,232,238
26,11,2008-08-01,167,212,225
26,12,2008-09-01,201,228,236
26,13,2008-10-01,207,231,237
26,14,2008-11-01,163,209,223
26,15,2008-12-01,169,213,225
26,16,2009-01-01,169,214,226
26,17,2009-02-01,203,230,237
26,18,2009-03-01,134,193,211
26,19,2009-04-01,142,198,214
26,20,2009-05-01,132,192,210
26,21,2009-06-01,161,208,222
26,22,2009-07-01,187,223,234
26,23,2009-08-01,156,206,220
26,24,2009-09-01,245,233,230
26,25,2009-10-01,250,173,163
26,26,2009-11-01,247,124,117
26,27,2009-12-01,248,188,177
26,28,2010-01-01,246,226,221
26,29,2010-02-01,246,225,219
26,30,2010-03-01,246,229,224
26,31,2010-04-01,248,190,179
26,32,2010-05-01,238,244,244
26,33,2010-06-01,245,234,231
26,34,2010-07-01,142,198,214
26,35,2010-08-01,130,191,210
26,36,2010-09-01,164,210,223
26,37,2010-10-01,164,210,223
26,38,2010-11-01,240,244,244
26,39,2010-12-01,207,231,237
26,40,2011-01-01,245,237,234
26,41,2011-02-01,246,225,220
26,42,2011-03-01,179,219,230
26,43,2011-04-01,173,216,228
26,44,2011-05-01,171,215,227
26,45,2011-06-01,154,205,219
26,46,2011-07-01,158,207,221
26,47,2011-08-01,183,221,232
26,48,2011-09-01,212,233,238
26,49,2011-10-01,170,215,227
27,0,2007-09-01,230,240,242
27,1,2007-10-01,249,185,174
27,2,2007-11-01,248,205,197
27,3,2007-12-01,232,240,242
27,4,2008-01-01,248,203,194
27,5,2008-02-01,249,202,193
27,6,2008-03-01,184,222,233
27,7,2008-04-01,189,224,234
27,8,2008-05-01,171,215,227
27,9,2008-06-01,169,214,226
27,10,2008-07-01,183,222,233
27,11,2008-08-01,141,197,213
27,12,2008-09-01,201,230,236
27,13,2008-10-01,201,230,236
27,14,2008-11-01,176,218,229
27,15,2008-12-01,169,214,226
27,16,2009-01-01,189,224,234
27,17,2009-02-01,236,242,243
27,18,2009-03-01,150,203,217
27,19,2009-04-01,155,205,219
27,20,2009-05-01,115,182,202
27,21,2009-06-01,160,208,222
27,22,2009-07-01,228,239,242
27,23,2009-08-01,180,220,232
27,24,2009-09-01,247,215,209
27,25,2009-10-01,250,173,163
27,26,2009-11-01,247,118,111
27,27,2009-12-01,249,169,157
27,28,2010-01-01,244,246,246
27,29,2010-02-01,246,227,223
27,30,2010-03-01,248,207,200
27,31,2010-04-01,245,238,237
27,32,2010-05-01,226,239,242
27,33,2010-06-01,240,244,244
27,34,2010-07-01,150,203,217
27,35,2010-08-01,120,184,205
27,36,2010-09-01,175,217,229
27,37,2010-10-01,175,217,228
27,38,2010-11-01,245,233,230
27,39,2010-12-01,229,240,242
27,40,2011-01-01,246,228,224
27,41,2011-02-01,230,240,242
27,42,2011-03-01,187,223,234
27,43,2011-04-01,193,226,234
27,44,2011-05-01,188,224,234
27,45,2011-06-01,195,227,235
27,46,2011-07-01,150,203,217
27,47,2011-08-01,208,232,238
27,48,2011-09-01,176,218,229
27,49,2011-10-01,198,228,235
28,0,2007-09-01,246,225,220
28,1,2007-10-01,247,217,211
28,2,2007-11-01,249,177,166
28,3,2007-12-01,222,238,241
28,4,2008-01-01,248,206,198
28,5,2008-02-01,249,179,169
28,6,2008-03-01,202,229,236
28,7,2008-04-01,234,241,243
28,8,2008-05-01,171,215,227
28,9,2008-06-01,158,208,221
28,10,2008-07-01,183,222,233
28,11,2008-08-01,154,205,219
28,12,2008-09-01,196,228,235
28,13,2008-10-01,192,226,234
28,14,2008-11-01,169,213,225
28,15,2008-12-01,169,214,226
28,16,2009-01-01,169,213,226
28,17,2009-02-01,215,234,239
28,18,2009-03-01,137,195,211
28,19,2009-04-01,148,202,216
28,20,2009-05-01,112,178,200
28,21,2009-06-01,159,208,221
28,22,2009-07-01,208,231,237
28,23,2009-08-01,194,227,234
28,24,2009-09-01,216,234,240
28,25,2009-10-01,250,152,142
28,26,2009-11-01,250,141,132
28,27,2009-12-01,246,100,93
28,28,2010-01-01,248,193,182
28,29,2010-02-01,248,191,180
28,30,2010-03-01,250,171,161
28,31,2010-04-01,250,166,155
28,32,2010-05-01,244,246,246
28,33,2010-06-01,245,231,228
28,34,2010-07-01,186,223,234
28,35,2010-08-01,127,189,208
28,36,2010-09-01,201,230,236
28,37,2010-10-01,150,203,218
28,38,2010-11-01,201,230,236
28,39,2010-12-01,233,241,242
28,40,2011-01-01,245,232,229
28,41,2011-02-01,246,229,224
28,42,2011-03-01,218,236,240
28,43,2011-04-01,185,222,233
28,44,2011-05-01,147,201,216
28,45,2011-06-01,168,212,225
28,46,2011-07-01,155,206,219
28,47,2011-08-01,200,229,236
28,48,2011-09-01,199,229,235
28,49,2011-10-01,180,220,232
29,0,2007-09-01,246,221,216
29,1,2007-10-01,248,203,195
29,2,2007-11-01,250,173,163
29,3,2007-12-01,235,242,243
29,4,2008-01-01,248,192,181
29,5,2008-02-01,250,163,152
29,6,2008-03-01,186,223,234
29,7,2008-04-01,203,230,236
29,8,2008-05-01,174,217,228
29,9,2008-06-01,156,206,220
29,10,2008-07-01,198,228,235
29,11,2008-08-01,167,213,225
29,12,2008-09-01,243,245,246
29,13,2008-10-01,215,234,239
29,14,2008-11-01,168,212,225
29,15,2008-12-01,189,224,234
29,16,2009-01-01,193,226,234
29,17,2009-02-01,211,233,238
29,18,2009-03-01,136,194,212
29,19,2009-04-01,146,200,215
29,20,2009-05-01,105,175,197
29,21,2009-06-01,143,199,214
29,22,2009-07-01,193,226,234
29,23,2009-08-01,149,202,217
29,24,2009-09-01,244,245,245
29,25,2009-10-01,249,157,147
29,26,2009-11-01,248,128,120
29,27,2009-12-01,246,115,107
29,28,2010-01-01,245,239,238
29,29,2010-02-01,248,186,175
29,30,2010-03-01,246,230,226
29,31,2010-04-01,248,195,184
29,32,2010-05-01,233,241,242
29,33,2010-06-01,240,244,244
29,34,2010-07-01,150,203,217
29,35,2010-08-01,134,193,211
29,36,2010-09-01,185,222,233
29,37,2010-10-01,196,228,235
29,38,2010-11-01,230,240,242
29,39,2010-12-01,244,240,240
29,40,2011-01-01,246,226,221
29,41,2011-02-01,247,219,215
29,42,2011-03-01,212,233,238
29,43,2011-04-01,183,222,233
29,44,2011-05-01,169,214,226
29,45,2011-06-01,194,227,234
29,46,2011-07-01,167,212,225
29,47,2011-08-01,183,221,232
29,48,2011-09-01,234,242,243
29,49,2011-10-01,209,232,238
30,0,2007-09-01,227,239,242
30,1,2007-10-01,233,241,243
30,2,2007-11-01,248,191,180
30,3,2007-12-01,225,239,242
30,4,2008-01-01,248,201,191
30,5,2008-02-01,249,185,174
30,6,2008-03-01,200,229,236
30,7,2008-04-01,214,234,239
30,8,2008-05-01,159,208,221
30,9,2008-06-01,151,203,218
30,10,2008-07-01,181,221,232
30,11,2008-08-01,152,204,218
30,12,2008-09-01,203,230,237
30,13,2008-10-01,177,218,229
30,14,2008-11-01,164,210,223
30,15,2008-12-01,193,226,234
30,16,2009-01-01,183,221,233
30,17,2009-02-01,208,232,237
30,18,2009-03-01,135,194,212
30,19,2009-04-01,154,205,219
30,20,2009-05-01,144,199,216
30,21,2009-06-01,163,209,223
30,22,2009-07-01,181,221,232
30,23,2009-08-01,168,212,225
30,24,2009-09-01,234,242,243
30,25,2009-10-01,250,170,160
30,26,2009-11-01,246,106,99
30,27,2009-12-01,250,140,131
30,28,2010-01-01,230,240,242
30,29,2010-02-01,242,245,245
30,30,2010-03-01,216,235,240
30,31,2010-04-01,218,236,240
30,32,2010-05-01,234,241,243
30,33,2010-06-01,245,232,228
30,34,2010-07-01,156,206,220
30,35,2010-08-01,49,133,170
30,36,2010-09-01,179,219,230
30,37,2010-10-01,167,212,225
30,38,2010-11-01,226,239,242
30,39,2010-12-01,205,230,237
30,40,2011-01-01,247,212,206
30,41,2011-02-01,195,227,235
30,42,2011-03-01,199,229,235
30,43,2011-04-01,186,223,234
30,44,2011-05-01,150,203,218
30,45,2011-06-01,148,202,216
30,46,2011-07-01,158,208,221
30,47,2011-08-01,164,211,224
30,48,2011-09-01,180,220,231
30,49,2011-10-01,217,235,240
31,0,2007-09-01,244,244,243
31,1,2007-10-01,248,198,188
31,2,2007-11-01,250,166,155
31,3,2007-12-01,216,234,239
31,4,2008-01-01,248,186,175
31,5,2008-02-01,249,179,168
31,6,2008-03-01,184,222,233
31,7,2008-04-01,232,240,242
31,8,2008-05-01,191,225,234
31,9,2008-06-01,198,228,235
31,10,2008-07-01,213,234,239
31,11,2008-08-01,161,209,222
31,12,2008-09-01,189,224,234
31,13,2008-10-01,205,231,237
31,14,2008-11-01,191,225,234
31,15,2008-12-01,165,211,224
31,16,2009-01-01,237,243,243
31,17,2009-02-01,207,231,237
31,18,2009-03-01,149,202,217
31,19,2009-04-01,158,208,221
31,20,2009-05-01,126,189,208
31,21,2009-06-01,160,208,222
31,22,2009-07-01,242,245,246
31,23,2009-08-01,171,215,227
31,24,2009-09-01,224,238,241
31,25,2009-10-01,249,174,164
31,26,2009-11-01,246,108,101
31,27,2009-12-01,250,156,146
31,28,2010-01-01,246,224,218
31,29,2010-02-01,246,221,216
31,30,2010-03-01,248,198,188
31,31,2010-04-01,246,229,225
31,32,2010-05-01,216,234,240
31,33,2010-06-01,243,246,246
31,34,2010-07-01,136,194,212
31,35,2010-08-01,127,189,208
31,36,2010-09-01,156,206,220
31,37,2010-10-01,167,213,225
31,38,2010-11-01,235,242,243
31,39,2010-12-01,232,240,242
31,40,2011-01-01,246,231,227
31,41,2011-02-01,247,218,213
31,42,2011-03-01,186,223,234
31,43,2011-04-01,163,209,223
31,44,2011-05-01,164,211,224
31,45,2011-06-01,164,211,224
31,46,2011-07-01,155,206,220
31,47,2011-08-01,169,214,226
31,48,2011-09-01,221,237,241
31,49,2011-10-01,181,221,232
32,0,2007-09-01,247,212,206
32,1,2007-10-01,244,243,242
32,2,2007-11-01,248,195,186
32,3,2007-12-01,216,234,239
32,4,2008-01-01,246,223,217
32,5,2008-02-01,248,192,181
32,6,2008-03-01,173,216,228
32,7,2008-04-01,209,232,238
32,8,2008-05-01,149,202,217
32,9,2008-06-01,169,214,226
32,10,2008-07-01,199,229,236
32,11,2008-08-01,145,200,215
32,12,2008-09-01,210,233,238
32,13,2008-10-01,171,215,227
32,14,2008-11-01,171,215,227
32,15,2008-12-01,181,221,232
32,16,2009-01-01,217,235,240
32,17,2009-02-01,212,234,239
32,18,2009-03-01,151,203,218
32,19,2009-04-01,160,208,222
32,20,2009-05-01,118,183,203
32,21,2009-06-01,145,200,215
32,22,2009-07-01,199,229,236
32,23,2009-08-01,186,223,233
32,24,2009-09-01,248,208,201
32,25,2009-10-01,249,151,142
32,26,2009-11-01,245,104,98
32,27,2009-12-01,246,115,107
32,28,2010-01-01,250,172,162
32,29,2010-02-01,249,157,147
32,30,2010-03-01,247,218,213
32,31,2010-04-01,249,183,172
32,32,2010-05-01,210,233,238
32,33,2010-06-01,240,244,244
32,34,2010-07-01,177,218,229
32,35,2010-08-01,164,210,223
32,36,2010-09-01,176,218,229
32,37,2010-10-01,171,215,227
32,38,2010-11-01,247,220,216
32,39,2010-12-01,248,186,175
32,40,2011-01-01,248,188,177
32,41,2011-02-01,248,189,178
32,42,2011-03-01,219,236,240
32,43,2011-04-01,219,236,240
